LOINC,72166-2,Tobacco smoking status,Wellness Encounters
LOINC,72514-3,Pain severity - 0-10 verbal numeric rating [Score] - Reported,Lung Cancer|Opioid Addiction|Gout|Colorectal Cancer|Fibromyalgia|Veteran PTSD|Dialysis|Wellness Encounters|Osteoarthritis
LOINC,7258-7,Cow milk IgE Ab [Units/volume] in Serum,Allergy Panel
LOINC,731-0,Lymphocytes [#/volume] in Blood by Automated count,measurements_daily|hospital_basic_labs|hiv_baseline
LOINC,736-9,Lymphocytes/100 leukocytes in Blood by Automated count,measurements_daily|hospital_basic_labs|hiv_baseline
LOINC,74006-8,Weight difference [Mass difference] --pre dialysis - post dialysis,Dialysis
LOINC,742-7,Monocytes [#/volume] in Blood by Automated count,measurements_daily|hospital_basic_labs|hiv_baseline
LOINC,751-8,Neutrophils [#/volume] in Blood by Automated count,measurements_daily|Acute Myeloid Leukemia for PCOR Research|hospital_basic_labs|hiv_baseline
LOINC,75325-1,Symptom,Congestive Heart Failure
LOINC,75443-2,Mental health Outpatient Note,Veteran PTSD|Veteran MDD
LOINC,75622-1,HIV 1 and 2 tests - Meaningful Use set,hiv_screening
LOINC,75626-2,Total score [AUDIT-C],substance use screening
LOINC,75636-1,Emergency severity index,UTI_ED_Bundle
LOINC,75689-0,Iron panel - Serum or Plasma,measurements_frequent|chf_lab_work
LOINC,75893-8,Pain severity in the past week - 0-10 numeric rating [Reported],Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,76437-3,Primary insurance,SDoH HRSN
LOINC,76499-3,Humiliation  Afraid  Rape  and Kick questionnaire [HARK],hark_screening
LOINC,76501-6,Within the last year  have you been afraid of your partner or ex-partner?,SDoH HRSN
LOINC,76504-0,Total score [HARK],hark_screening
LOINC,76690-7,Sexual orientation,Homelessness
LOINC,770-8,Neutrophils/100 leukocytes in Blood by Automated count,measurements_daily|hospital_basic_labs|hiv_baseline
LOINC,77606-2,Weight-for-length Per age and sex,Wellness Encounters
LOINC,777-3,Platelets [#/volume] in Blood by Automated count,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|anemia_sub|Colorectal Cancer|hiv_baseline|Wellness Encounters|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|labs_common
LOINC,785-6,MCH [Entitic mass] by Automated count,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|anemia_sub|Colorectal Cancer|hiv_baseline|Wellness Encounters|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|labs_common
LOINC,786-4,MCHC [Mass/volume] by Automated count,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|anemia_sub|Colorectal Cancer|hiv_baseline|Wellness Encounters|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|labs_common
LOINC,787-2,MCV [Entitic volume] by Automated count,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|anemia_sub|Colorectal Cancer|hiv_baseline|Wellness Encounters|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|labs_common
LOINC,788-0,Erythrocyte distribution width [Ratio] by Automated count,measurements_daily|hospital_basic_labs|cardiac_labs|hiv_baseline|labs_common|chf_lab_work
LOINC,789-8,Erythrocytes [#/volume] in Blood by Automated count,Veteran Prostate Cancer|Kidney Transplant|Lung Cancer|anemia_sub|Colorectal Cancer|hiv_baseline|Wellness Encounters|chf_lab_work|measurements_daily|UTI_ED_Bundle|hospital_basic_labs|cardiac_labs|labs_common
LOINC,7917-8,HIV 1 Ab [Presence] in Serum,hiv_screening
LOINC,80271-0,Physical findings of Abdomen by Palpation,Gallstones
LOINC,80381-7,Influenza virus A and B Ag panel - Upper respiratory specimen by Rapid immunoassay,infection
LOINC,80382-5,Influenza virus A Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,infection
LOINC,80383-3,Influenza virus B Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,infection
LOINC,82335-1,Cytokines panel - Serum or Plasma,measurements_frequent
LOINC,8247-9,Mucus Threads,UTI_Labs
LOINC,82589-3,Highest level of education,SDoH HRSN
LOINC,82666-9,Drug Abuse Screening Test-10 [DAST-10],substance use screening
LOINC,82667-7,Total score [DAST-10],substance use screening
LOINC,8289-1,Head Occipital-frontal circumference Percentile,Wellness Encounters
LOINC,8302-2,Body Height,Record Vitals Signs|Wellness Encounters
LOINC,8310-5,Body Temperature,infection|UTI_ED_Bundle|Acute Myeloid Leukemia for PCOR Research|measurements_vitals|Sore Throat
LOINC,8331-1,Oral temperature,infection|UTI_ED_Bundle|measurements_vitals|Sore Throat
LOINC,84215-3,Mental health Telehealth Note,Veteran PTSD
LOINC,8462-4,Diastolic Blood Pressure,Hypertension|Congestive Heart Failure|UTI_ED_Bundle|measurements_vitals|Record Vitals Signs|Sepsis|Wellness Encounters
LOINC,8478-0,Mean blood pressure,Sepsis
LOINC,8480-6,Systolic Blood Pressure,Hypertension|Congestive Heart Failure|UTI_ED_Bundle|measurements_vitals|Record Vitals Signs|Sepsis|Wellness Encounters
LOINC,85318-4,HER2 [Presence] in Breast cancer specimen by FISH,Hormone_Diagnosis
LOINC,85319-2,HER2 [Presence] in Breast cancer specimen by Immune stain,Hormone_Diagnosis
LOINC,85337-4,Estrogen receptor Ag [Presence] in Breast cancer specimen by Immune stain,Hormone_Diagnosis
LOINC,85339-0,Progesterone receptor Ag [Presence] in Breast cancer specimen by Immune stain,Hormone_Diagnosis
LOINC,85343-2,Lymph nodes with macrometastases [#] in Cancer specimen by Light microscopy,TNM_Diagnosis
LOINC,85344-0,Lymph nodes with micrometastases [#] in Cancer specimen by Light microscopy,TNM_Diagnosis
LOINC,85352-3,Lymph nodes with isolated tumor cells [#] in Cancer specimen by Light microscopy,TNM_Diagnosis
LOINC,85354-9,Blood pressure panel with all children optional,Hypertension|Congestive Heart Failure|UTI_ED_Bundle|measurements_vitals|Record Vitals Signs|Sepsis|Wellness Encounters
LOINC,86923-0,Kansas City Cardiomyopathy Questionnaire - 12 item [KCCQ-12],preoperative
LOINC,86924-8,Overall summary score [KCCQ-12],preoperative
LOINC,87626-8,Suicide prevention note,Veteran Self Harm
LOINC,88020-3,Functional capacity NYHA,preoperative|chf_nyha_panel
LOINC,88021-1,Objective assessment of cardiovascular disease NYHA,chf_nyha_panel
LOINC,88040-1,Response to cancer treatment,Breast_cancer
LOINC,88262-1,Gram positive blood culture panel by Probe in Positive blood culture,Sepsis
LOINC,8867-4,Heart rate,UTI_ED_Bundle|measurements_vitals|Wellness Encounters
LOINC,89204-2,Patient Health Questionnaire-9: Modified for Teens total score [Reported.PHQ.Teen],depression screening
LOINC,89206-7,Patient Health Questionnaire-9: Modified for Teens [Reported.PHQ.Teen],depression screening
LOINC,89577-1,Troponin I.cardiac panel - Serum or Plasma by High sensitivity method,preoperative|measurements_frequent|chf_lab_work
LOINC,89579-7,Troponin I.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,preoperative|Myocardial Infarction|NSTEACS Pathway|measurements_frequent|chf_lab_work
LOINC,91145-3,What number best describes how pain has interfered with your enjoyment of life during the past week,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,91146-1,What number best describes how pain has interfered with your general activity during the past week,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,91148-7,Pain intensity  Enjoyment of life  General activity (PEG) 3 item pain scale,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,92130-4,Rhinovirus RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,92131-2,Respiratory syncytial virus RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,92134-6,Human metapneumovirus RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,92138-7,Parainfluenza virus 3 RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,92139-5,Parainfluenza virus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,92140-3,Parainfluenza virus 1 RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,92141-1,Influenza virus B RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,92142-9,Influenza virus A RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,92143-7,Respiratory pathogens DNA and RNA panel - Respiratory specimen by NAA with probe detection,infection
LOINC,9279-1,Respiratory rate,UTI_ED_Bundle|measurements_vitals|Wellness Encounters
LOINC,93025-5,Protocol for Responding to and Assessing Patients' Assets  Risks  and Experiences [PRAPARE],SDoH HRSN
LOINC,93026-3,Do you feel physically and emotionally safe where you currently live?,SDoH HRSN
LOINC,93027-1,Are you a refugee?,SDoH HRSN
LOINC,93028-9,In the past year  have you spent more than 2 nights in a row in a jail  prison  detention center  or juvenile correctional facility?,SDoH HRSN
LOINC,93029-7,How often do you see or talk to people that you care about and feel close to (For example: talking to friends on the phone  visiting friends or family  going to church or club meetings)?,SDoH HRSN
LOINC,93030-5,Has lack of transportation kept you from medical appointments  meetings  work  or from getting things needed for daily living,SDoH HRSN
LOINC,93031-3,In the past year  have you or any family members you live with been unable to get any of the following when it was really needed?,SDoH HRSN
LOINC,93033-9,Are you worried about losing your housing?,SDoH HRSN
LOINC,93034-7,Have you been discharged from the armed forces of the United States?,SDoH HRSN
LOINC,93035-4,At any point in the past 2 years  has season or migrant farm work been your or your family's main source of income?,SDoH HRSN
LOINC,93038-8,Stress level,SDoH HRSN
LOINC,93124-6,New York Heart Association Functional Classification panel,preoperative|chf_nyha_panel
LOINC,94040-3,Adenovirus A+B+C+D+E DNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,94531-1,SARS-CoV-2 RNA Pnl Resp NAA+probe,infection
LOINC,9843-4,Head Occipital-frontal circumference,Wellness Encounters
LOINC,99999-0,DSM-5 Clinical Diagnostic Criteria for Opioid Use Disorder,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,99999-1,Opioids are often taken in larger amounts or over a longer period than was intended,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,99999-10,Tolerance as defined by either of the following: a) Need for markedly increased amounts of opioids to achieve intoxication or desired effect b) Markedly diminished effect with continued use of the same amount of opioid,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,99999-11,Withdrawal * as manifested by either of the following: a) Characteristic opioid withdrawal syndrome b) Same (or a closely related) substance is taken to relieve or avoid withdrawal symptoms,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,99999-2,There is a persistent desire or unsuccessful efforts to cut down or control opioid use,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,99999-3,A great deal of time is spent in activities necessary to obtain the opioid  use the opioid  or recover from its effects,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,99999-4,Craving or a strong desire to use opioids,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,99999-5,Recurrent opioid use resulting in a failure to fulfill major role obligations at work  school  or home,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,99999-6,Continued opioid use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of opioids,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,99999-7,Important social  occupational  or recreational activities are given up or reduced because of opioid use,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,99999-8,Recurrent opioid use in situations in which it is physically hazardous,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,99999-9,Continued use despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by opioids.,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,X9999-0,Operative Status,operative_status
LOINC,X9999-1,Operative Status Value,operative_status
LOINC,X9999-2,Priority Level,operative_status
NUBC,01,Discharged to home care or self care (routine discharge),postop|Appendicitis|Epilepsy|savrr_postop|Gallstones|Veteran PTSD|Veteran MDD
NUBC,02,Transferred to a short term general hospital for inpatient care,Pregnancy
NUBC,04,Discharged/transferred to a facility that provides custodial or supportive care,postop|savrr_postop
NUBC,1,Discharge to Home,Acute Myeloid Leukemia for PCOR Research|Sepsis
NUBC,41,Expired in medical facility,Prescribing Opioids for Chronic Pain and Treatment of OUD|Acute Myeloid Leukemia for PCOR Research|Hospice Treatment
NUBC,50,Discharged/transferred to Hospice - home,Dementia
RxNorm,1000126,1 ML medroxyprogesterone acetate 150 MG/ML Injection,Injectable Contraceptive
RxNorm,1014676,cetirizine hydrochloride 5 MG Oral Tablet,Over-The-Counter Antihistamine
RxNorm,1014678,cetirizine hydrochloride 10 MG Oral Tablet,Over-The-Counter Antihistamine
RxNorm,1043400,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,Bronchitis
RxNorm,1049221,Acetaminophen 325 MG / oxyCODONE Hydrochloride 5 MG Oral Tablet,Moderate Opioid Pain Reliever|Opioid Addiction
RxNorm,1049504,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],Prescribing Opioids for Chronic Pain and Treatment of OUD
RxNorm,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],Prescribing Opioids for Chronic Pain and Treatment of OUD
RxNorm,1049630,diphenhydrAMINE Hydrochloride 25 MG Oral Tablet,Over-The-Counter Antihistamine
RxNorm,1049635,Acetaminophen 325 MG / oxyCODONE Hydrochloride 2.5 MG Oral Tablet,Fibromyalgia
RxNorm,1049683,oxyCODONE Hydrochloride 10 MG Oral Tablet,Strong Opioid Pain Reliever
RxNorm,105078,Penicillin G 375 MG/ML Injectable Solution,Ear Infection Antibiotic
RxNorm,105585,Methotrexate 2.5 MG Oral Tablet,Rheumatoid Arthritis
RxNorm,106258,Hydrocortisone 10 MG/ML Topical Cream,Dermatitis
RxNorm,106892,insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],medications
RxNorm,10831,Sulfamethoxazole / Trimethoprim,Drug_Allergies
RxNorm,108515,1 ML tacrolimus 5 MG/ML Injection,Kidney Transplant
RxNorm,1091392,Methylphenidate Hydrochloride 20 MG Oral Tablet,Attention Deficit Disorder
RxNorm,1100184,Donepezil hydrochloride 23 MG Oral Tablet,Dementia
RxNorm,1114085,100 ML zoledronic acid 0.04 MG/ML Injection,Surgery_Therapy_Breast
RxNorm,1116635,ticagrelor 90 MG Oral Tablet,acs_discharge_meds|acs_antiplatelet
RxNorm,1116758,chloroquine phosphate 500 MG Oral Tablet,medications
RxNorm,1147334,emtricitabine 200 MG / rilpivirine 25 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,Stop All ART Meds|art_sequence_2006_2014
RxNorm,1190766,atropine sulfate 0.31 MG/ML Ophthalmic Solution (used Sublingual),Cerebral Palsy
RxNorm,1191,Aspirin,Drug_Allergies
RxNorm,1191222,naloxone hydrochloride 0.4 MG/ML Injectable Solution,Prescribing Opioids for Chronic Pain and Treatment of OUD
RxNorm,1234995,Rocuronium bromide 10 MG/ML Injectable Solution,General Anesthesia
RxNorm,1243052,Kalydeco 150 MG Oral Tablet,Cystic Fibrosis
RxNorm,1245441,ezetimibe 10 MG / simvastatin 40 MG Oral Tablet [Vytorin],Statin
RxNorm,1306292,cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,Stop All ART Meds|art_sequence_2015|art_sequence_2006_2014
RxNorm,1359133,Estrostep Fe 28 Day Pack,Oral Contraceptive
RxNorm,1359269,darunavir 800 MG Oral Tablet,Stop All ART Meds|art_sequence_2015|art_sequence_2006_2014
RxNorm,1361048,heparin sodium  porcine 100 UNT/ML Injectable Solution,acs_anticoagulant
RxNorm,1361226,heparin sodium  porcine 1000 UNT/ML Injectable Solution,intraop_meds_blood
RxNorm,1363309,Chlorpheniramine Maleate 4 MG Oral Tablet,Over-The-Counter Antihistamine
RxNorm,1366343,Levonorgestrel 0.00354 MG/HR Drug Implant,Implant Contraceptive
RxNorm,1367439,NuvaRing 0.12/0.015 MG per 24HR 21 Day Vaginal System,Vaginal Ring Contraceptive
RxNorm,1373463,canagliflozin 100 MG Oral Tablet,medications
RxNorm,141918,Terfenadine 60 MG Oral Tablet,Over-The-Counter Antihistamine
RxNorm,141962,Azithromycin 250 MG Oral Capsule,Ear Infection Antibiotic
RxNorm,1431987,24 HR tacrolimus 5 MG Extended Release Oral Capsule,Kidney Transplant
RxNorm,1433873,dolutegravir 50 MG Oral Tablet,Stop All ART Meds|art_sequence_2015|art_sequence_2006_2014
RxNorm,1435630,enalapril maleate 1 MG/ML Oral Solution [Epaned],Ace Arb
RxNorm,1437975,Glycopyrrolate 1.5 MG Oral Tablet [Glycate],Cerebral Palsy
RxNorm,1483744,Naltrexone hydrochloride 50 MG Oral Tablet,Prescribing Opioids for Chronic Pain and Treatment of OUD
RxNorm,1534809,168 HR Ethinyl Estradiol 0.00146 MG/HR / norelgestromin 0.00625 MG/HR Transdermal System,Patch Contraceptive
RxNorm,1536144,120 ACTUAT mometasone furoate 0.1 MG/ACTUAT Metered Dose Inhaler [Asmanex],Maintenance Inhaler
RxNorm,1536148,120 ACTUAT mometasone furoate 0.2 MG/ACTUAT Metered Dose Inhaler [Asmanex],Maintenance Inhaler
RxNorm,1547660,30 ACTUAT fluticasone furoate 0.1 MG/ACTUAT Dry Powder Inhaler [Arnuity],Maintenance Inhaler
RxNorm,1547672,30 ACTUAT fluticasone furoate 0.2 MG/ACTUAT Dry Powder Inhaler [Arnuity],Maintenance Inhaler
RxNorm,1599803,24 HR Donepezil hydrochloride 10 MG / Memantine hydrochloride 28 MG Extended Release Oral Capsule,Dementia
RxNorm,1601380,palbociclib 100 MG Oral Capsule,hormonetherapy_breast
RxNorm,1605257,Liletta 52 MG Intrauterine System,Intrauterine Device
RxNorm,1648755,nitrofurantoin  macrocrystals 25 MG / nitrofurantoin  monohydrate 75 MG Oral Capsule,Abx_Tx
RxNorm,1648756,nitrofurantoin  macrocrystals 25 MG / nitrofurantoin  monohydrate 75 MG Oral Capsule,Abx_Tx
RxNorm,1649485,ivabradine 5 MG Oral Tablet,chf_meds_HFrEF_NYHA3|chf_meds_HFrEF_NYHA2
RxNorm,1649987,doxycycline hyclate 100 MG,Sinusitis
RxNorm,1650142,Doxycycline Monohydrate 100 MG Oral Tablet,Ear Infection Antibiotic
RxNorm,1652673,Doxycycline Monohydrate 50 MG Oral Tablet,Ear Infection Antibiotic
RxNorm,1656318,Cefotaxime 2000 MG Injection,Gallstones
RxNorm,1656346,sacubitril 24 MG / valsartan 26 MG Oral Tablet [Entresto],Ace Arb
RxNorm,1656351,sacubitril 49 MG / valsartan 51 MG Oral Tablet [Entresto],Ace Arb
RxNorm,1656356,sacubitril 97 MG / valsartan 103 MG Oral Tablet,chf_meds_HFmEF|Ace Arb|chf_meds_HFrEF_NYHA4|chf_meds_HFrEF_NYHA3|chf_meds_HFrEF_NYHA2
RxNorm,1657981,20 ML tocilizumab 20 MG/ML Injection,medications
RxNorm,1658084,ado-trastuzumab emtansine 100 MG Injection,hormonetherapy_breast
RxNorm,1659131,piperacillin 2000 MG / tazobactam 250 MG Injection,Sepsis
RxNorm,1659149,piperacillin 4000 MG / tazobactam 500 MG Injection,Gallstones|admission
RxNorm,1659263,1 ML heparin sodium  porcine 5000 UNT/ML Injection,Gallstones|treat_blood_clot|or_labs_meds
RxNorm,1664463,24 HR tacrolimus 1 MG Extended Release Oral Tablet,Kidney Transplant
RxNorm,1664986,Aztreonam 2000 MG Injection,Sepsis
RxNorm,1665021,ceftriaxone 1000 MG Injection,Abx_Tx
RxNorm,1665060,cefazolin 2000 MG Injection,or_labs_meds|intraop_meds_blood
RxNorm,1665227,20 ML Ciprofloxacin 10 MG/ML Injection,Cystic Fibrosis
RxNorm,1719286,10 ML Furosemide 10 MG/ML Injection,Congestive Heart Failure
RxNorm,1721613,cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / tenofovir alafenamide 10 MG Oral Tablet,Stop All ART Meds|art_sequence_2015
RxNorm,1723208,10 ML Alfentanil 0.5 MG/ML Injection,General Anesthesia
RxNorm,1728805,2 ML morphine sulfate 1 MG/ML Injection,acs_arrival_medications
RxNorm,1729584,remifentanil 2 MG Injection,General Anesthesia
RxNorm,1732136,1 ML Morphine Sulfate 5 MG/ML Injection,Gallstones
RxNorm,1732186,100 ML Epirubicin Hydrochloride 2 MG/ML Injection,Breast_cancer|chemotherapy_breast
RxNorm,1734919,Cyclophosphamide 1000 MG Injection,chemotherapy_breast
RxNorm,1735006,10 ML Fentanyl 0.05 MG/ML Injection,General Anesthesia
RxNorm,1736776,10 ML oxaliplatin 5 MG/ML Injection,Colorectal Cancer
RxNorm,1736854,Cisplatin 50 MG Injection,Veteran Lung Cancer|Lung Cancer
RxNorm,1737449,10 ML Pamidronate Disodium 3 MG/ML Injection,Surgery_Therapy_Breast
RxNorm,1737466,100 ML tirofiban 0.05 MG/ML Injection,acs_antiplatelet
RxNorm,1740467,2 ML Ondansetron 2 MG/ML Injection,Gallstones|General Anesthesia
RxNorm,1744259,5 ML metoprolol tartrate 1 MG/ML Cartridge,Beta Blocker
RxNorm,1747691,emtricitabine 200 MG / tenofovir alafenamide 25 MG Oral Table,Stop All ART Meds|art_sequence_2015
RxNorm,1789958,Dysport botulinum toxin A 300 UNT Injection,Cerebral Palsy
RxNorm,1790099,10 ML Doxorubicin Hydrochloride 2 MG/ML Injection,Breast_cancer|chemotherapy_breast
RxNorm,1791701,10 ML Fluorouracil 50 MG/ML Injection,chemotherapy_breast
RxNorm,1796676,25 ML protamine sulfate (USP) 10 MG/ML Injection,or_labs_meds|intraop_meds_blood
RxNorm,1803932,Leucovorin 100 MG Injection,Colorectal Cancer
RxNorm,1804799,alteplase 100 MG Injection,Stroke|stemi_fibrinolytic
RxNorm,1806890,lisinopril 1 MG/ML Oral Solution [Qbrelis],Ace Arb
RxNorm,1807510,150 ML vancomycin 5 MG/ML Injection,Sepsis
RxNorm,1807513,vancomycin 1000 MG Injection,admission
RxNorm,1808217,100 ML Propofol 10 MG/ML Injection,General Anesthesia
RxNorm,1809104,5 ML SUFentanil 0.05 MG/ML Injection,General Anesthesia
RxNorm,1856546,Kyleena 19.5 MG Intrauterine System,Intrauterine Device
RxNorm,1860154,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet,Opioid Addiction
RxNorm,1860480,1 ML DOCEtaxel 20 MG/ML Injection,Veteran Prostate Cancer
RxNorm,1860491,12 HR Hydrocodone Bitartrate 10 MG Extended Release Oral Capsule,Prescribing Opioids for Chronic Pain and Treatment of OUD
RxNorm,1870230,NDA020800 0.3 ML Epinephrine 1 MG/ML Auto-Injector,Allergies and Treatment
RxNorm,1873983,ribociclib 200 MG Oral Tablet,hormonetherapy_breast
RxNorm,18867,benazepril,Drug_Allergies
RxNorm,1940648,neratinib 40 MG Oral Tablet,hormonetherapy_breast
RxNorm,1946840,Verzenio 100 MG Oral Tablet,hormonetherapy_breast
RxNorm,197319,Allopurinol 100 MG Oral Tablet,Gout
RxNorm,197378,Astemizole 10 MG Oral Tablet,Over-The-Counter Antihistamine
RxNorm,197379,atenolol 100 MG Oral Tablet,Beta Blocker
RxNorm,197380,atenolol 25 MG Oral Tablet,Beta Blocker
RxNorm,197381,atenolol 50 MG Oral Tablet,Beta Blocker
RxNorm,197454,cephalexin 500 MG Oral Tablet,Abx_Tx
RxNorm,197511,ciprofloxacin 250 MG Oral Tablet,Abx_Tx
RxNorm,197517,clarithromycin 500 MG Oral Tablet,HIV OI Prophylaxis
RxNorm,197541,Colchicine 0.6 MG Oral Tablet,Gout
RxNorm,197558,dapsone 25 MG Oral Tablet,HIV OI Prophylaxis
RxNorm,197591,Diazepam 5 MG Oral Tablet,Epilepsy
RxNorm,197604,Digoxin 0.125 MG Oral Tablet,chf_meds_HFmEF|chf_meds_HFrEF_NYHA4|Atrial Fibrillation|chf_meds_HFrEF_NYHA3
RxNorm,197862,leucovorin 25 MG Oral Tablet,HIV OI Prophylaxis
RxNorm,197884,lisinopril 40 MG Oral Tablet,Ace Arb
RxNorm,197885,hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet,Ace Arb
RxNorm,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,Ace Arb
RxNorm,197887,hydrochlorothiazide 25 MG / lisinopril 20 MG Oral Tablet,Ace Arb
RxNorm,197903,lovastatin 10 MG Oral Tablet,Statin
RxNorm,197904,lovastatin 20 MG Oral Tablet,Statin
RxNorm,197905,lovastatin 40 MG Oral Tablet,Statin
RxNorm,198014,Naproxen 500 MG Oral Tablet,Rheumatoid Arthritis|Gout|Fibromyalgia
RxNorm,198031,nicotine 7 MG/Day 24HR Transdermal System,Veteran Substance Abuse Treatment
RxNorm,198039,nitroglycerin 0.4 MG Sublingual Tablet,acs_arrival_medications
RxNorm,198182,pyrimethamine 25 MG Oral Tablet,HIV OI Prophylaxis
RxNorm,198188,ramipril 2.5 MG Oral Capsule,Ace Arb
RxNorm,198189,ramipril 5 MG Oral Capsule,Ace Arb
RxNorm,198211,simvastatin 40 MG Oral Tablet,Statin
RxNorm,198240,Tamoxifen 10 MG Oral Tablet,hormonetherapy_breast
RxNorm,198334,sulfamethoxazole 400 MG / trimethoprim 80 MG Oral Tablet,HIV OI Prophylaxis
RxNorm,198335,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,HIV OI Prophylaxis|Abx_Tx
RxNorm,198405,Ibuprofen 100 MG Oral Tablet,Congestive Heart Failure|Over-The-Counter Pain Reliever
RxNorm,198440,Acetaminophen 500 MG Oral Tablet,admission
RxNorm,198767,Pancreatin 600 MG Oral Tablet,Cystic Fibrosis
RxNorm,199224,anastrozole 1 MG Oral Tablet,hormonetherapy_breast
RxNorm,199663,zidovudine 300 MG Oral Tablet,art_sequence_1995_1996|Stop All ART Meds|art_sequence_1987-1994|art_sequence_2003_2005|art_sequence_1997_2002
RxNorm,1997015,bivalirudin 50 ML; 5 MG/ML Injection,acs_anticoagulant
RxNorm,1998,Captopril,Drug_Allergies
RxNorm,1998772,Breath-Actuated 120 ACTUAT beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar],Maintenance Inhaler
RxNorm,1998774,Breath-Actuated 120 ACTUAT beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler [Qvar],Maintenance Inhaler
RxNorm,199885,levofloxacin 500 MG Oral Tablet,Acute Myeloid Leukemia for PCOR Research
RxNorm,1999667,bictegravir 50 MG / emtricitabine 200 MG / tenofovir alafenamide 25 MG Oral Tablet,Stop All ART Meds|art_sequence_2015
RxNorm,200031,carvedilol 6.25 MG Oral Tablet,Beta Blocker
RxNorm,200032,carvedilol 12.5 MG Oral Tablet,Beta Blocker
RxNorm,200033,carvedilol 25 MG Oral Tablet,chf_meds_HFmEF|chf_meds_HFrEF_NYHA4|Beta Blocker|chf_meds|chf_meds_HFrEF_NYHA3|chf_meds_HFrEF_NYHA2
RxNorm,200064,letrozole 2.5 MG Oral Tablet,hormonetherapy_breast
RxNorm,200082,lamivudine 150 MG / zidovudine 300 MG Oral Tablet,Stop All ART Meds|art_sequence_2003_2005|art_sequence_1997_2002
RxNorm,200094,irbesartan 75 MG Oral Tablet,Ace Arb
RxNorm,200095,irbesartan 150 MG Oral Tablet,Ace Arb
RxNorm,200096,irbesartan 300 MG Oral Tablet,Ace Arb
RxNorm,2001499,Vitamin B12 5 MG/ML Injectable Solution,anemia_sub
RxNorm,200243,sevoflurane 1000 MG/ML Inhalation Solution,General Anesthesia
RxNorm,200284,hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet,Ace Arb
